"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"27367639",-0.310116767248157,6.73415899688381,-7.64171116129203,5.8833870773875e-07,6.38836444234038e-06,5.678282682312
"27367110",-0.794756898934272,5.11941304438039,-7.53658412739884,7.09816569843627e-07,7.39900043855647e-06,5.67559877885743
"27369977",0.797739426724889,11.5125115882366,7.39003040723452,9.24395595446309e-07,9.12940879269775e-06,5.665530683549
"27369769",0.561693789106082,7.07261399914377,7.63582147387649,5.94535222931555e-07,6.42065816634755e-06,5.66150258099382
"27370709",1.06156471895971,5.21837476748628,7.52778490259285,7.21104692095452e-07,7.47360779714012e-06,5.65889784828188
"27366407",0.339022272641495,6.08608921994626,7.60531579924046,6.27736277636517e-07,6.68281828984274e-06,5.65799541957564
"27365530",1.14006062003694,1.80870836766207,7.22917069202895,1.23939645937154e-06,1.14461063513223e-05,5.64251179275742
"27364428",-0.588372618489931,3.71717799366228,-7.37068804709775,9.57394932445119e-07,9.3807801794921e-06,5.63376674302603
"27371881",0.560591256317045,12.8610340198398,7.30935030462564,1.07039193095265e-06,1.02167948379553e-05,5.62911540831931
"27366419",-0.317428002164485,7.06105283716712,-7.61724462866466,6.14529189713863e-07,6.58306134680038e-06,5.6276016974731
"27364514",-3.68615471284913,8.38122315632338,-7.48740106097299,7.75360895528726e-07,7.94296444391253e-06,5.62619689350116
"27365446",0.404386417330485,5.20471242483179,7.51985303267629,7.31440367209693e-07,7.55126907598608e-06,5.62514591656658
"27371982",-0.484066158998415,4.20782147345966,-7.40034253902247,9.0728843474045e-07,8.99953218163354e-06,5.61859818843331
"27364107",2.29010678962625,-1.18627146702388,7.42763432746662,8.63584841596654e-07,8.66847756615281e-06,5.61764793709817
"27364813",-0.551544043130429,5.45032478021048,-7.52930295349106,7.19143989156936e-07,7.46299165830831e-06,5.6169500822506
"27364434",-2.76090434826221,1.40685594075382,-7.20201446484628,1.30274507671405e-06,1.19069704832695e-05,5.6165243508135
"27364367",0.808023904912952,11.1816481686039,7.37820041148382,9.44435052252948e-07,9.30426126879604e-06,5.6158958091041
"27371579",-0.83205161591092,6.63282807234709,-7.59934528291652,6.34457290792062e-07,6.73318855873866e-06,5.61586661698735
"27367482",0.351733152122111,7.21747384376579,7.61105861170368,6.21341555328791e-07,6.6471036187523e-06,5.61465395442748
"27371803",1.15393800004402,3.15219832757683,7.30540843571667,1.0781125488653e-06,1.02781782469574e-05,5.61310691773763
"27370824",0.391746270523434,6.82104305102126,7.6083847061792,6.24310510525262e-07,6.66621197135295e-06,5.61123893118202
"27366983",0.382792396431661,7.43675949413923,7.60444086681888,6.28716532712799e-07,6.68281828984274e-06,5.6111628327572
"27370806",-0.35159934919617,6.45117531841552,-7.59109658923312,6.43866418565168e-07,6.82395659037818e-06,5.60333543094952
